AA2177,Sacramento,Charlotte,738.69
BG0044,Riyadh,Dhaka,989.92
NK0090,FortLauderdale,LosAngeles,1172.52
GL0030,Aasiaat,Ilulissat,281.81
AB0763,Vienna,Berlin,762.19
MF0003,Guangzhou,Fuzhou,1193.51
OZ0035,Chengdu,Seoul,608.47
AV0193,Miami,Bogota,942.48
WS0085,PuertoVallarta,Calgary,602.94
LH0720,Milano,Brussels,788.74
AK0179,SuratThani,KualaLumpur,440.16
GA0122,Seoul,Denpasar,224.96
XV0001,Dominica,Tortola,404.89
KB0011,Baghdogra,Bangkok,480.40
WN1073,StLouis,Denver,756.24
TR0051,Singapore,Yogyakarta,857.59
WN0217,Baltimore,Seattle,432.34
CA1020,Taipei,Wenzhou,841.87
A40013,SantaCruz,Yacuiba,702.10
VY0106,Barcelona,Nice,594.52
HU0432,Taipei,Lanzhou,1195.71
CX0075,HongKong,Chongqing,542.93
SQ0058,HongKong,Singapore,231.83
CI0137,Taipei,LosAngeles,205.27
SU0106,NewYork,Moscow,868.01
KQ0105,Nairobi,Jeddah,1139.80
LX0070,Geneva,Malaga,1163.59
JU0073,Berlin,Belgrade,1198.49
TOM0077,Manchester,Cancun,766.66
JJ0196,SaoPaulo,Salvador,723.21
FR0461,Mulhouse,London,805.92
QC0004,Cotonou,Douala,812.83
X30029,Cologne,BoaVista,621.11
EI0029,Bologna,Dublin,934.46
ET0043,AddisAbaba,Hargeisa,907.43
AC0144,LosAngeles,Vancouver,1110.89
Z20030,Tacloban,Manila,478.13
LH0376,Frankfurt,PalmadeMallorca,1073.40
PC0184,Istanbul,Gaziantep,495.73
US0833,Hilo,Honolulu,911.21
AZ0263,Paris,Miami,599.12
TO0432,Reus,Bristol,299.30
NH0131,Hakodate,Nagoya,683.19
TK0106,Diyabakir,Istanbul,439.18
AC0134,Kigali,Entebbe,433.34
G30288,RioDeJaneiro,Brasilia,622.98
IR0134,Rasht,Teheran,966.23
OR0022,PuntaCana,MontegoBay,646.52
U20990,Southend,Ibiza,719.00
BA0187,Johannesburg,Durban,310.82
MU1183,Xi'an,Lanzhou,323.51
US0510,Dallas-FortWorth,Honolulu,254.17
ET0004,Abidjan,Lagos,681.63
BK0095,Xi'an,Nanning,365.79
ZH0099,Chongqing,Zhuhai,649.05
AY0111,Helsinki,Kruunupyy,819.86
FR2180,London,Valencia,620.60
FL0365,Orlando,Atlanta,400.71
EK0281,Tunis,Dubai,894.54
G40067,CedarRapids,Mesa,1144.20
GA0118,HongKong,Denpasar,361.49
AA2300,Edmonton,LosAngeles,246.41
AS0294,Portland,Anchorage,637.07
AM0142,Guadalajara,Torreon,466.92
CI0052,Kaohsiung,Manila,1018.44
FR1891,Pula,Beauvais,620.06
BM0020,Gothenborg,Birmingham,732.17
AS0045,Atlanta,LosAngeles,330.19
GF0010,Bahrain,Bangkok,821.80
DE0156,Heraklion,Duesseldorf,364.39
FD0089,UdonThani,Bangkok,1045.29
TG0131,Seoul,HongKong,1087.99
AZ0268,Paris,Nantes,271.46
CZ0844,Nanyang,Shanghai,329.64
FR2335,RonchiDeLegionari,Trapani,715.67
AB0638,Salzburg,Berlin,368.30
US1123,Miami,Charleston,1145.01
VS0074,Dallas-FortWorth,Atlanta,562.81
WS0128,Halifax,Cancun,779.33
L60014,Cotonou,Brazzaville,317.70
VS0029,Atlanta,London,963.07
FR2039,Thessaloniki,Weeze,1165.40
S20114,Hyderabad,Delhi,1076.48
LG0108,Vienna,Luxemburg,970.89
CA1189,Xiamen,Wuhan,461.00
US1442,Beijing,Chicago,594.70
CZ0848,Tokyo,Dalian,829.35
JL0172,Osaka,Misawa,499.48
HG0018,Funchal,Vienna,877.68
CA0826,Shanghai,Chicago,1021.68
AZ0629,Monterrey,Atlanta,1072.10
TO0277,Manchester,Arrecife,1156.58
WN0985,SanAntonio,LosAngeles,397.82
AI0071,Mumbai,Munich,431.96
Y40044,Guadalajara,LaPaz,1009.06
UN0224,Moscow,SharmElSheikh,796.10
KY0015,Jinghonggasa,Lijiang,752.65
MF0059,Changzhou,Fuzhou,733.00
BT0110,Vilnius,Riga,636.61
UA0969,Houston,Caracas,860.45
SI0014,Jersey,London,212.50
O60017,Brasilia,Natal,592.35
AS0516,Valdez,Anchorage,731.51
DL1600,Papeete,LosAngeles,850.99
BJ0034,Tunis,Lyon,557.01
M50009,FridayHarbor,Seattle,638.22
JQ0095,Melbourne,Honolulu,1129.91
HV0023,Amsterdam,Casablanca,307.12
TT0040,Sydney,Coolangatta,951.45
AB0205,Duesseldorf,Zurich,368.39
XQ0064,Dortmund,Izmir,549.82
PK0204,RahimYarKhan,AbuDhabi,1086.73
DL0764,Guadalajara,Fresno,650.43
AS0179,LosAngeles,Austin,580.02
6E0111,Delhi,Pune,1177.88
KL0639,Moline,Atlanta,570.46
TK0013,AddisAbaba,Douala,465.53
IL0006,Jayapura,Wamena,967.37
VY0143,Bergen,Barcelona,244.14
TS0037,Lisbon,Toronto,985.67
SP0021,SaoJorgeIsland,Lajes(terceiraIsland),1165.35
SU0369,Moscow,Novokuznetsk,938.09
ZL0079,Sydney,WaggaWagga,713.22
AF0883,Paris,Madrid,937.79
TCX0069,London,Hurghada,416.85
AC0503,WilliamsLake,Vancouver,303.77
QF0203,Seoul,Sydney,840.44
AY0245,Miami,London,1088.73
CZ0156,Guangzhou,Zhanjiang,737.05
LR0011,SanSalvador,Managua,684.05
TP0023,Brasilia,Lisbon,547.26
CZ1207,Urumqi,Bishkek,312.44
AD0100,BeloHorizonte,VitóriaDaConquista,338.12
ME0015,Beirut,Cairo,722.85
GS0083,Hohhot,Dongsheng,332.84
KK0020,Istanbul,Bodrum,1096.26
A30179,Paros,Athens,528.89
AR0015,BuenosAires,SaoPaulo,930.90
UA1632,Chicago,SaintCloud,299.29
F90089,Denver,FortMyers,675.54
4U0448,Venice,Duesseldorf,434.25
PB0009,DeerLake,StJohn's,1035.23
BE0040,Birmingham,Edinburgh,902.36
8E0010,Gambell,Nome,591.17
UN0048,Moscow,Krasnodar,605.70
CZ1337,Xi'an,Xining,787.92
FM0025,Fuyang,Shanghai,1096.25
AV0224,SanSalvador,Dallas-FortWorth,1174.41
A50028,Clermont-Ferrand,Lyon,358.40
MU0396,Nanchang,Shanghai,1188.10
DL1203,Orlando,Austin,862.15
WN0924,Raleigh-durham,LasVegas,990.10
GS0067,Fuyang,Xiamen,276.01
CU0006,Camaguey,Montreal,1187.65
3R0012,Moscow,Tivat,985.75
US1551,Philadelphia,StThomas,565.65
4O0010,Culiacan,MexicoCity,831.34
CE0004,Brest,Bordeaux,1195.21
JJ0308,SaoLuis,Imperatriz,684.29
D30005,Djibouti,Mogadishu,460.01
UX0001,Arrecife,Bilbao,993.01
US0084,Nashville,Dallas-FortWorth,565.36
UL0028,Colombo,Rome,897.45
CX0001,Adelaide,HongKong,771.68
2L0004,Geneva,GranCanaria,912.24
AD0358,Campinas,Goiania,1112.59
VY0322,PalmadeMallorca,Bordeaux,880.59
DY0046,Alicante,Stavanger,1131.56
RZ0007,SanJose,LaFortuna/SanCarlos,473.42
LH0777,Pristina,Frankfurt,712.15
AP0035,Milan,Paris,400.58
AA2132,Shreveport,Dallas-FortWorth,973.76
US0001,Allentown,Charlotte,419.48
3O0005,Barcelona,Tanger,706.54
VS0168,Beijing,London,1145.61
ZH0616,Shenzhen,Taiyuan,1195.06
WN0453,Houston,Raleigh-durham,372.83
CZ0389,Dongsheng,Zhengzhou,1052.72
B60093,Dubai,Boston,364.26
MU0379,Kaohsiung,Nanchang,1016.57
FR1962,Rygge,Beauvais,443.17
JD0113,Lijiang,Beijing,496.44
JJ0260,Munich,SaoPaulo,1112.69
UN0266,Moscow,Krasnodar,960.36
JL0297,Tokyo,Coolangatta,649.70
UL0022,Colombo,Dhaka,816.25
BV0020,Havana,Cancun,878.29
NH0054,Sapporo,Taipei,603.48
AS0437,Seattle,Phoenix,696.39
GS0288,Urumqi,Korla,758.95
G30015,Belem,Santarem,822.84
JT0214,Surabaya,Kupang,783.87
IG0116,Olbia,Hamburg,1135.26
QF0042,Blackall,Longreach,260.93
CZ0835,Nanning,Shantou,822.27
US1211,Miami,StThomas,288.99
V70090,Olbia,Venice,935.38
US0844,NewYork,Antigua,929.45
OZ0253,Ulsan,Seoul,489.83
FR0302,Biarritz-bayonne,London,553.63
AS0318,Portland,Pasco,253.15
US0386,Washington,Greenville,539.16
BB0014,SanJuan,PuntaCana,284.64
S40068,PontaDelgada,Porto,1088.10
5N0003,Arkhangelsk,Murmansk,954.15
MU0105,Chongqing,Zhaotong,665.81
HU0109,Chengdu,Shenzhen,438.07
FR1607,Weeze,Bari,837.89
NK0111,FortLauderdale,Philipsburg,730.85
UA1578,Chicago,Miami,589.39
AT0163,ElAroui,Brussels,621.87
CI0085,Penang,Taipei,235.82
SN0034,Brussels,Mumbai,1124.76
JL0312,Obihiro,Tokyo,798.38
AZ0489,Houston,Atlanta,254.22
Y40197,Manzanillo,Tijuana,879.26
BL0009,Phuquoc,HoChiMinhCity,1079.47
QF0083,Brisbane,Singapore,575.21
G30285,SantoDomingo,SaoPaulo,362.30
U60163,Osh,Moscow,427.22
B60358,SanJuan,Newark,1016.26
5J0178,Busuanga,Manila,451.53
AY0016,Stockholm,Gothenborg,821.43
UA1592,Chicago,OklahomaCity,502.60
4U0140,Duesseldorf,Stockholm,488.11
MF0173,Quanzhou,Wuhan,366.43
UA1428,NewOrleans,Denver,1127.98
DL1065,LosAngeles,Tokyo,703.34
G50091,Xiamen,Anqing,959.72
FR0989,Faro,London,521.93
MU1131,Wuhan,Xiangfan,746.28
NK0077,FortLauderdale,Bogota,967.48
KK0025,Istanbul,Sulaymaniyah,275.67
AF1034,Antananarivo,Paris,983.92
SG0020,Bangalore,Belgaum,261.89
SU0198,StPetersburg,Yekaterinburg,1009.77
DL0673,Detroit,RoanokeVA,680.40
AM0124,Guadalajara,Culiacan,302.09
2N0036,Sandefjord,Stockholm,741.59
ZH0165,Chengdu,Xiamen,878.26
UA0879,Washington,Greensboro,251.84
WN0019,Albany,Tampa,402.10
4H0003,Kolkata,Chittagong,493.64
TK0337,Istanbul,Chisinau,383.49
SN0002,Abidjan,Lome,234.42
TR0026,Male,Singapore,738.83
3U0268,Panzhihua,Chengdu,1009.28
9C0054,Luoyang,Shenyang,944.90
W60180,Gdansk,Luebeck,529.43
JQ0009,Adelaide,Sydney,269.98
ZB0088,Heraklion,London,402.14
AC0030,Brussels,Douala,764.98
AZ0775,Lamezia,Venice,1047.60
WN0866,Phoenix,LasVegas,880.51
9C0116,Singapore,Shanghai,966.02
V00011,Caracas,Barquisimeto,988.09
DY0236,Harstad/Narvik,Oslo,611.19
WN0638,Orlando,Houston,996.35
HU0240,Guiyang,Guangzhou,455.90
TP0033,Dakar,Lisbon,383.40
UA1781,Siem-reap,Seoul,664.66
SK0247,Newark,Oslo,1146.65
FR2116,London,Almeria,843.63
XY0034,Islamabad,Jeddah,1170.66
G40320,Sanford,Elmira,467.63
FO0005,Aden,Mogadishu,408.54
UA1483,OklahomaCity,Houston,316.16
HY0057,StPetersburg,Tashkent,321.43
LH0519,Larnaca,Frankfurt,962.04
AA1462,Miami,Berlin,584.23
TS0005,Athens,Toronto,826.22
AA0434,Washington,Charlotte,499.42
AH0160,Madrid,Algier,691.71
VB0059,Monterrey,LaPaz,766.30
QR0093,Doha,Ankara,1009.44
HO0136,Xiangfan,Shanghai,335.57
ST0014,Antalya,Berlin,427.78
TCX0015,Belfast,Enfidha,1043.39
QR0154,Doha,Shiraz,612.56
UN0087,Moscow,Yakutsk,688.78
U20974,Marrakech,Nice,369.67
U60220,Tashkent,Yekaterinburg,415.57
U20790,Malta,London,914.03
HV0205,Rotterdam,Hyeres,542.00
SV0376,Al-Ula,Riyadh,223.00
IB0489,Madrid,Bilbao,1092.20
QR0030,Guangzhou,Doha,1180.58
KL0031,Amsterdam,Bangkok,819.33
AM0376,SanJoseDelCabo,LosAngeles,838.23
WF0139,Røst,Bodo,740.04
TO0095,Dubrovnik,Birmingham,871.24
SV0214,Jeddah,Arar,1034.88
IB0724,Santiago,Brussels,631.83
AE0004,Changcha,Taipei,831.70
AA1333,MexicoCity,Miami,606.79
WN0492,Jacksonville,FortLauderdale,1175.20
Z40009,Erbil,Ankara,281.57
UA1880,SanFrancisco,CrescentCity,274.74
LO0060,Tbilisi,Warsaw,707.23
IR0016,Ahwaz,Tabriz,765.07
JT0072,Jakarta,Padang,908.13
FR0545,Beziers,London,873.59
AB0203,Duesseldorf,Vienna,887.30
HU0286,Nanning,Bangkok,1096.91
US0546,Dallas-FortWorth,Milwaukee,870.29
G40365,Toledo,Sanford,1178.72
AD0022,Belem,Manaus,731.17
G40273,StPetersburg,SouthBend,409.63
KQ0120,Nairobi,Maputo,622.63
FE0005,Kaohsiung,Nanning,1198.97
LS0283,Rhodos,Glasgow,1078.35
LA0001,SanAndresIsland,Bogota,356.42
UA0397,Denver,MexicoCity,315.29
SU0161,StPetersburg,Yerevan,628.28
9R0020,Bogota,SanJoseDelGuaviare,1173.32
US1606,Phoenix,Monterey,400.24
ZH0069,Changchun,Beijing,654.88
DY0536,Tromso,Trondheim,315.38
6E0227,Vishakhapatnam,Madras,281.35
FR0371,Bournemouth,Murcia,988.11
S20152,Madras,Hyderabad,565.23
MR0018,UlanBator,Khovd,310.24
UR0042,Surgut,Tyumen,507.94
HO0094,Shanghai,Changcha,997.52
FZ0057,Dubai,Erbil,400.98
TU0014,Mulhouse,Djerba,800.42
AY0040,Copenhagen,Vienna,226.52
FR0221,Bergamo,Brindisi,873.52
XQ0049,Antalya,Paderborn,953.65
WY0057,Muscat,Delhi,845.78
IB0416,London,Boston,1042.50
AZ0430,Rome,Riga,824.20
US0892,NewYork,Montreal,268.50
AC0512,MedicineHat,Calgary,408.53
QF0378,Sydney,Christchurch,208.57
ET0005,Abidjan,Ouagadougou,253.27
HY0092,Tashkent,Bukhara,381.38
CZ1201,Urumqi,Zhengzhou,437.12
JD0171,Jinan,Xi'an,814.91
IB0007,Arrecife,Madrid,261.76
BK0016,Changcha,Qingdao,864.10
HY0075,Beijing,Tashkent,326.38
AF0937,PuertoVallarta,Atlanta,1155.90
AZ0574,Lisbon,Bologna,280.21
FR0202,Barcelona,Jerez,947.70
U21027,London,Munich,537.48
3U0302,Jinan,Dalian,1101.57
A30161,Limnos,Athens,741.33
UA1367,Managua,Houston,863.33
K60005,Hanoi,Siem-reap,545.36
HU0013,Barcelona,Brussels,398.47
MS0198,SharmElSheikh,Kuwait,997.82
LH0479,Houston,Frankfurt,845.57
U20129,Bodrum,Edinburgh,587.20
TK0608,Yekaterinburg,Istanbul,1129.36
W60405,Treviso,Timisoara,298.87
OU0005,Barcelona,Zagreb,281.24
VY0131,Barcelona,Tanger,944.73
PC0183,Istanbul,Alanya,259.54
CA0196,Chengdu,Beijing,601.84
U20212,Mulhouse,Rome,1002.30
MU0820,Shanghai,Phnom-penh,639.78
WY0027,Hyderabad,Muscat,935.17
CZ1041,Sanya,Wuhan,928.08
AA1997,Raleigh-durham,LosAngeles,801.78
CA0972,Qingdao,Shenzhen,215.89
DY0522,Tenerife,Cologne,1122.43
B60031,Boston,Dubai,1028.94
CX0097,HongKong,Tokyo,352.33
KB0019,Thimphu,Kathmandu,1002.02
SV0131,Alexandria,Madinah,1187.29
FR2104,London,Gerona,620.06
MU0683,Nanning,Shanghai,588.52
AF0168,Atlanta,Peoria,631.53
IB0662,Oslo,Barcelona,1071.55
US0396,Washington,LasVegas,575.67
IB0742,SantaCruzDeLaPalma,Madrid,1109.57
QC0005,Douala,Brazzaville,631.30
AA1667,Chicago,Rochester,901.12
X30092,Fuerteventura,Stuttgart,312.93
FL0460,Memphis,LasVegas,908.85
A30047,Athens,Manchester,245.13
B20073,Prague,Minsk2,499.08
MU1240,Yantai,HongKong,284.71
NH0383,Tokyo,Hiroshima,1109.31
SN0092,Brussels,Strasbourg,1020.82
CZ0928,Shanghai,Mudanjiang,966.10
BA0162,Tokyo,London,496.08
UX0069,Madrid,Caracas,689.55
DL0191,Atlanta,JacksonvilleNC,245.97
AA1792,Philadelphia,WhitePlains,545.81
OZ0102,Seoul,Kaohsiung,394.35
BA0415,Madrid,Chicago,1001.45
KL0376,Paris,Casablanca,267.92
DL1794,SaltLakeCity,Dallas-FortWorth,1185.54
US1448,Philadelphia,Allentown,693.21
DN0007,Conakry,Dakar,1156.48
AB0683,Berlin,Helsinki,372.43
BA0485,Philadelphia,London,456.10
WN0354,ElPaso,Dallas,313.08
AA0022,Albany,Washington,778.90
3S0006,Fort-de-france,Cayenne,1093.94
SG0116,Hyderabad,Indore,804.02
BJ0015,StPetersburg,Enfidha,1160.74
3U0334,Wuhan,Chongqing,205.27
TK0538,Nuernberg,Istanbul,205.60
LH0527,Leipzig,Vienna,763.02
EK0174,Dubai,Tunis,523.54
UA0275,Cotonou,Abidjan,411.77
BI0028,Shanghai,BandarSeriBegawan,441.96
UA2146,Calgary,SanFrancisco,563.71
CZ0089,Guangzhou,Quanzhou,1119.38
AB0388,London,Munich,382.17
P40018,SanPedroSula,Roatan,669.72
CZ0077,Guangzhou,Hohhot,391.86
BU0008,Bunia,Isiro,435.10
LS0079,EastMidlands,Arrecife,1097.85
IB0457,Lima,Madrid,452.10
4Y0015,Eek,Quinhagak,769.53
9M0031,FortSaintJohn,FortNelson,636.78
UR0030,Novosibirsk,Khanty-Mansiysk,218.52
2I0003,Cuzco,PuertoMaldonado,445.91
FR1940,Rhodos,EastMidlands,1130.92
AI0316,Madras,Plaisance,558.71
HU0464,Taiyuan,Hangzhou,799.81
IX0027,Kochi,Mumbai,819.02
X30105,Hannover,Kos,277.18
AB0551,PalmadeMallorca,Nuernberg,386.23
HY0027,Fergana,Moscow,478.43
UA0507,Duesseldorf,Chicago,786.72
F90061,Denver,Spokane,858.26
CI0122,Taipei,Fukuoka,681.22
US0500,Dallas-FortWorth,RioDeJaneiro,902.46
VW0005,Durango,MexicoCity,988.28
OV0026,Vaxjo,Amsterdam,791.08
DL0439,Columbus,Detroit,440.80
SY0003,Cancun,Minneapolis,959.52
AF0306,Paris,Bangui,604.81
AI0031,Bangalore,Goa,1004.57
TU0095,Berlin,Enfidha,581.77
FM0143,Shanghai,Tianjin,1028.30
AC0224,PuertoVallarta,Calgary,784.21
DL0819,Hermosillo,MexicoCity,1166.05
BA0493,Port-of-spain,Hewandorra,950.36
TR0044,Singapore,Denpasar,347.33
MU0349,Jian,Shanghai,831.82
UA1423,Minneapolis,LosAngeles,1198.29
CA0704,Beijing,Huangyan,287.27
FL0173,Dallas,Houston,628.21
JT0058,Jakarta,Banjarmasin,407.08
FR1598,Connaught,London,442.39
NH0022,Mumbai,Tokyo,309.57
TL0029,Maningrida,Milingimbi,838.78
TK0616,Tabriz,Istanbul,466.56
AC0410,Montreal,SanFrancisco,548.98
AA1896,Phoenix,London,1101.92
WY0008,Bangalore,Muscat,423.29
ME0031,Beirut,Lagos,296.38
RJ0039,Amman,Muscat,1185.34
CZ0486,Hangzhou,Dalian,734.04
FL0318,LasVegas,SaltLakeCity,1017.26
SD0028,N'djamena,Kano,801.48
6E0153,Imphal,Kolkata,958.08
AA1006,Kona,Oakland,951.88
BA0237,London,Bordeaux,576.10
9C0008,Cheju,Shanghai,1194.88
IB0326,Granada,Madrid,824.71
S20080,Delhi,DehraDun,763.07
TK0065,Bodrum,Istanbul,347.09
FL0147,Akron,Orlando,285.80
OA0088,Manchester,Athens,920.60
DY0448,Oslo,Palanga,831.34
KL0659,Munich,Atlanta,213.30
DL1634,Raleigh-durham,FortLauderdale,1031.86
TO0385,Paris,Marrakech,264.79
JD0169,Jinan,Guilin,205.13
US0435,Washington,Toronto,336.20
BA0385,London,Sofia,1112.56
CZ1396,Yichang,Xiamen,244.47
W90029,Tachilek,Yangon,430.90
FR0837,Dublin,Riga,400.82
WF0060,Copenhagen,Sandefjord,1145.11
LN0057,Tripoli,Ghadames,490.76
WS0302,Toronto,LosAngeles,490.36
LH0779,Pisa,Munich,711.61
CA1247,Zhanjiang,Chengdu,627.90
9E0039,NewOrleans,NewYork,546.88
JD0145,Shijiazhuang,Xi'an,769.51
SK0444,Stuttgart,Copenhagen,847.76
OS0223,Vienna,Tirana,690.50
U60119,Ganja,Moscow,493.69
O60050,RioDeJaneiro,JoaoPessoa,824.88
US0794,Houston,Dallas-FortWorth,916.05
KL0040,Amsterdam,Mulhouse,659.45
DL0646,Detroit,Gwinn,999.60
IR0132,Rasht,Ahwaz,423.77
AZ0115,Atlanta,WestPalmBeach,1034.45
WF0058,Copenhagen,Kristiansand,985.86
FR0446,Bristol,Tenerife,682.49
W30054,Lagos,Cotonou,896.46
FR0573,Carcassonne,Charleroi,337.84
QS0063,Tel-aviv,Prague,683.63
XU0004,Berbera,Dubai,1137.31
PC0171,Istanbul,St-Etienne,323.53
JT0115,Yogyakarta,Banjarmasin,424.19
DL1102,NewYork,CharlottesvilleVA,981.58
HG0072,Vienna,Antalya,484.79
LX0283,Zurich,Berlin,718.14
X30085,Frankfurt,Jerez,290.80
IG0172,Zurich,Olbia,757.22
EK0147,Dubai,Melbourne,656.42
NH0242,Osaka,Sendai,1027.75
S20121,Indore,Pune,803.79
GA0123,Istanbul,Singapore,1085.41
KE0255,Riyadh,Jeddah,928.47
CG0030,Nadzab,Madang,281.12
AC0431,Montreal,Toronto,1114.72
WF0051,Bodo,Tromso,394.79
D20006,Cherepovets,Moscow,942.04
IG0078,Munich,Brindisi,1151.50
FR0062,Malaga,Krakow,419.87
NH0057,Chengdu,Tokyo,757.94
X30183,Rhodos,Nuernberg,966.35
AF0095,Atlanta,Duesseldorf,913.70
MF0299,Urumqi,Changcha,944.83
EI0110,Dublin,Pula,927.94
CZ1088,Shenzhen,Tianjin,979.71
HU0332,Beijing,Male,462.78
LH0552,Ljubljana,Frankfurt,576.87
HY0138,Tyumen,Tashkent,797.13
E70001,Brazzaville,Pointe-noire,973.98
DY0430,Oslo,Keflavik,740.21
MF0342,Xiamen,Hefei,1027.53
NX0044,Nanjing,Macau,482.37
UA0176,Baltimore,SanFrancisco,557.43
FR1043,Figari,Charleroi,765.03
CZ0311,Changcha,Yuncheng,1013.14
EQ0026,Latacunga,Guayaquil,548.42
SK0345,Munich,Mulhouse,648.30
TO0408,PalmadeMallorca,EastMidlands,395.86
AF0876,Paris,Clermont-Ferrand,473.04
UA1001,Houston,GrandRapids,634.52
DX0002,Aalborg,Stavanger,447.98
BC0018,Tokyo,Kobe,942.83
ET0075,AddisAbaba,Malabo,1017.07
DL0863,Seoul,Dallas-FortWorth,423.12
DL1724,Seattle,Houston,896.15
QF0404,Sydney,Shanghai,375.59
US0380,Washington,Dallas-FortWorth,246.09
3U0034,Chongqing,Nanning,243.06
DL1441,Minneapolis,Syracuse,480.55
AB0286,Hamburg,Duesseldorf,957.82
PC0217,Istanbul,Vienna,597.35
BA0487,Providenciales,Nassau,389.51
OZ0260,Yantai,Seoul,389.03
5T0026,GjoaHaven,SpenceBay,792.94
LH0311,Frankfurt,SaoPaulo,955.43
UP0050,Nassau,CockburnTown,975.99
FR0265,Bergamo,London,326.09
GS0012,Changde,Xiamen,1109.16
HU0061,Zhengzhou,Sanya,358.52
RO0078,Sibiu,Vienna,773.98
AY0043,Catania,Berlin,678.24
